attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,other_info_string,start_time,venue
"19,453']",Atlanta Braves,1,9,6,https://www.baseball-reference.com/boxes/PHI/PHI201609030.shtml,"Saturday, September 3, 2016",,: 3:27,"Night Game, on grass",Philadelphia Phillies,2,6,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Chad Whitson, 1B - Mike Everitt, 2B - Jordan Baker, 3B - Tim Timmons.</div><div><strong>Time of Game:</strong> 3:27.</div>
<div><strong>Attendance:</strong> 19,453.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 73&deg; F, Wind 10mph from Right to Left, Cloudy.</div>

    </div>

-->",Start Time: 7:06 p.m. Local,: Citizens Bank Park
"30,045']",Boston Red Sox,0,17,11,https://www.baseball-reference.com/boxes/OAK/OAK201609030.shtml,"Saturday, September 3, 2016",,: 3:00,"Night Game, on grass",Oakland Athletics,2,5,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jeff Nelson, 1B - Brian Knight, 2B - Laz Diaz, 3B - Stu Scheurwater.</div><div><strong>Time of Game:</strong> 3:00.</div>
<div><strong>Attendance:</strong> 30,045.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 60&deg; F, Wind 15mph out to Rightfield.</div>

    </div>

-->",Start Time: 6:07 p.m. Local,: Oakland-Alameda County Coliseum
"36,118']",Washington Nationals,0,7,1,https://www.baseball-reference.com/boxes/NYN/NYN201609030.shtml,"Saturday, September 3, 2016",,: 3:13,"Night Game, on grass",New York Mets,1,6,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Eric Cooper, 1B - Jim Wolf, 2B - Adrian Johnson, 3B - Gary Cederstrom.</div><div><strong>Time of Game:</strong> 3:13.</div>
<div><strong>Attendance:</strong> 36,118.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 9mph in from Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Citi Field
"22,274']",Chicago White Sox,1,4,3,https://www.baseball-reference.com/boxes/MIN/MIN201609030.shtml,"Saturday, September 3, 2016",,: 3:12,"Night Game, on grass",Minnesota Twins,0,12,11,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mike Estabrook, 1B - Toby Basner, 2B - Greg Gibson, 3B - Dana DeMuth.</div><div><strong>Time of Game:</strong> 3:12.</div>
<div><strong>Attendance:</strong> 22,274.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 74&deg; F, Wind 17mph from Right to Left, Cloudy.</div>

    </div>

-->",Start Time: 6:11 p.m. Local,: Target Field
"47,590']",San Diego Padres,0,4,1,https://www.baseball-reference.com/boxes/LAN/LAN201609030.shtml,"Saturday, September 3, 2016",,: 2:35,"Night Game, on grass",Los Angeles Dodgers,0,9,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - John Hirschbeck, 1B - Chris Guccione, 2B - Vic Carapazza, 3B - Ryan Blakney.</div><div><strong>Time of Game:</strong> 2:35.</div>
<div><strong>Attendance:</strong> 47,590.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 8mph from Left to Right, Sunny.</div>

    </div>

-->",Start Time: 6:09 p.m. Local,: Dodger Stadium
"39,757']",Detroit Tigers,0,9,2,https://www.baseball-reference.com/boxes/KCA/KCA201609030.shtml,"Saturday, September 3, 2016",,: 3:14,"Night Game, on grass",Kansas City Royals,0,9,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jerry Meals, 1B - Chris Conroy, 2B - Paul Nauert, 3B - Ron Kulpa.</div><div><strong>Time of Game:</strong> 3:14.</div>
<div><strong>Attendance:</strong> 39,757.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 77&deg; F, Wind 11mph from Right to Left, Sunny.</div>

    </div>

-->",Start Time: 6:15 p.m. Local,: Kauffman Stadium
"30,280']",Arizona Diamondbacks,1,14,9,https://www.baseball-reference.com/boxes/COL/COL201609030.shtml,"Saturday, September 3, 2016",,: 3:11,"Night Game, on grass",Colorado Rockies,0,10,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Tom Woodring, 1B - Cory Blaser, 2B - Tony Randazzo, 3B - Bill Miller.</div><div><strong>Time of Game:</strong> 3:11.</div>
<div><strong>Attendance:</strong> 30,280.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 82&deg; F, Wind 5mph in from Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 6:10 p.m. Local,: Coors Field
"27,483']",Miami Marlins,3,4,3,https://www.baseball-reference.com/boxes/CLE/CLE201609030.shtml,"Saturday, September 3, 2016",,: 2:38,"Night Game, on grass",Cleveland Indians,0,12,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mark Ripperger, 1B - Joe West, 2B - Andy Fletcher, 3B - Nic Lentz.</div><div><strong>Time of Game:</strong> 2:38.</div>
<div><strong>Attendance:</strong> 27,483.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 14mph in from Rightfield, Sunny.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Progressive Field
"31,118']",St. Louis Cardinals,1,5,1,https://www.baseball-reference.com/boxes/CIN/CIN201609030.shtml,"Saturday, September 3, 2016",,: 3:10,"Day Game, on grass",Cincinnati Reds,1,12,9,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Lance Barksdale, 1B - Angel Hernandez, 2B - Will Little, 3B - Ted Barrett.</div><div><strong>Time of Game:</strong> 3:10.</div>
<div><strong>Attendance:</strong> 31,118.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 79&deg; F, Wind 12mph from Right to Left, Sunny.</div>

    </div>

-->",Start Time: 4:10 p.m. Local,: Great American Ball Park
"41,250']",San Francisco Giants,1,4,3,https://www.baseball-reference.com/boxes/CHN/CHN201609030.shtml,"Saturday, September 3, 2016",,: 3:13,"Day Game, on grass",Chicago Cubs,1,7,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Dan Bellino, 1B - Phil Cuzzi, 2B - Adam Hamari, 3B - Tom Hallion.</div><div><strong>Time of Game:</strong> 3:13.</div>
<div><strong>Attendance:</strong> 41,250.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 71&deg; F, Wind 9mph from Right to Left, Sunny.</div>

    </div>

-->",Start Time: 1:22 p.m. Local,: Wrigley Field
"30,855']",New York Yankees,1,4,0,https://www.baseball-reference.com/boxes/BAL/BAL201609030.shtml,"Saturday, September 3, 2016",,: 3:02,"Night Game, on grass",Baltimore Orioles,0,8,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Paul Emmel, 1B - Gerry Davis, 2B - Todd Tichenor, 3B - Carlos Torres.</div><div><strong>Time of Game:</strong> 3:02.</div>
<div><strong>Attendance:</strong> 30,855.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 76&deg; F, Wind 9mph in from Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 7:06 p.m. Local,: Oriole Park at Camden Yards
"35,102']",Houston Astros,1,7,8,https://www.baseball-reference.com/boxes/TEX/TEX201609020.shtml,"Friday, September 2, 2016",,: 3:15,"Night Game, on grass",Texas Rangers,1,13,10,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Hunter Wendelstedt, 1B - Scott Barry, 2B - Jerry Layne, 3B - Alan Porter.</div><div><strong>Time of Game:</strong> 3:15.</div>
<div><strong>Attendance:</strong> 35,102.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 85&deg; F, Wind 8mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 7:08 p.m. Local,: Globe Life Park in Arlington
"40,818']",San Francisco Giants,0,3,1,https://www.baseball-reference.com/boxes/CHN/CHN201609020.shtml,"Friday, September 2, 2016",,: 2:37,"Day Game, on grass",Chicago Cubs,0,5,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Tom Hallion, 1B - Dan Bellino, 2B - Phil Cuzzi, 3B - Adam Hamari.</div><div><strong>Time of Game:</strong> 2:37.</div>
<div><strong>Attendance:</strong> 40,818.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 73&deg; F, Wind 11mph in from Centerfield, Sunny.</div>

    </div>

-->",Start Time: 1:21 p.m. Local,: Wrigley Field
"24,226']",New York Yankees,0,2,0,https://www.baseball-reference.com/boxes/BAL/BAL201609020.shtml,"Friday, September 2, 2016",,: 2:52,"Night Game, on grass",Baltimore Orioles,0,10,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Carlos Torres, 1B - Paul Emmel, 2B - Gerry Davis, 3B - Todd Tichenor.</div><div><strong>Time of Game:</strong> 2:52.</div>
<div><strong>Attendance:</strong> 24,226.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 76&deg; F, Wind 5mph in from Centerfield.</div>

    </div>

-->",Start Time: 7:08 p.m. Local,: Oriole Park at Camden Yards
"29,330']",Miami Marlins,1,10,6,https://www.baseball-reference.com/boxes/NYN/NYN201609010.shtml,"Thursday, September 1, 2016",,: 3:25,"Night Game, on grass",New York Mets,0,9,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jordan Baker, 1B - Tim Timmons, 2B - Mike Everitt, 3B - Paul Emmel.</div><div><strong>Time of Game:</strong> 3:25.</div>
<div><strong>Attendance:</strong> 29,330.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 76&deg; F, Wind 5mph in from Centerfield.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Citi Field
"20,329']",Chicago White Sox,0,15,5,https://www.baseball-reference.com/boxes/MIN/MIN201609010.shtml,"Thursday, September 1, 2016",,: 3:13,"Night Game, on grass",Minnesota Twins,0,9,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Greg Gibson, 1B - Dana DeMuth, 2B - Mike Estabrook, 3B - Toby Basner.</div><div><strong>Time of Game:</strong> 3:13.</div>
<div><strong>Attendance:</strong> 20,329.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 8mph in from Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Target Field
"38,536']",San Francisco Giants,0,3,4,https://www.baseball-reference.com/boxes/CHN/CHN201609010.shtml,"Thursday, September 1, 2016",,: 2:54,"Night Game, on grass",Chicago Cubs,1,8,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Adam Hamari, 1B - Tom Hallion, 2B - Dan Bellino, 3B - Phil Cuzzi.</div><div><strong>Time of Game:</strong> 2:54.</div>
<div><strong>Attendance:</strong> 38,536.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 15mph in from Leftfield, Cloudy.</div>

    </div>

-->",Start Time: 7:06 p.m. Local,: Wrigley Field
"22,253']",San Diego Padres,0,8,6,https://www.baseball-reference.com/boxes/ATL/ATL201609010.shtml,"Thursday, September 1, 2016",,: 2:48,"Day Game, on grass",Atlanta Braves,0,11,9,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Adrian Johnson, 1B - Chris Segal, 2B - Eric Cooper, 3B - Jim Wolf.</div><div><strong>Time of Game:</strong> 2:48.</div>
<div><strong>Attendance:</strong> 22,253.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 85&deg; F, Wind 2mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 12:11 p.m. Local,: Turner Field
"21,309']",Seattle Mariners,0,8,1,https://www.baseball-reference.com/boxes/TEX/TEX201608310.shtml,"Wednesday, August 31, 2016",,: 3:01,"Day Game, on grass",Texas Rangers,1,12,14,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Todd Tichenor, 1B - Carlos Torres, 2B - Sam Holbrook, 3B - Gerry Davis.</div><div><strong>Time of Game:</strong> 3:01.</div>
<div><strong>Attendance:</strong> 21,309.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 91&deg; F, Wind 2mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 1:08 p.m. Local,: Globe Life Park in Arlington
"41,447']",Arizona Diamondbacks,0,9,2,https://www.baseball-reference.com/boxes/SFN/SFN201608310.shtml,"Wednesday, August 31, 2016",,: 3:33,"Day Game, on grass",San Francisco Giants,0,9,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Vic Carapazza, 1B - Ryan Blakney, 2B - John Hirschbeck, 3B - Bill Welke.</div><div><strong>Time of Game:</strong> 3:33.</div>
<div><strong>Attendance:</strong> 41,447.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 67&deg; F, Wind 15mph out to Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 12:45 p.m. Local,: AT&T Park
"16,503']",Washington Nationals,0,6,2,https://www.baseball-reference.com/boxes/PHI/PHI201608310.shtml,"Wednesday, August 31, 2016",,: 2:50,"Night Game, on grass",Philadelphia Phillies,1,2,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mark Carlson, 1B - Brian Gorman, 2B - Quinn Wolcott, 3B - Clint Fagan.</div><div><strong>Time of Game:</strong> 2:50.</div>
<div><strong>Attendance:</strong> 16,503.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 86&deg; F, Wind 7mph out to Centerfield.</div>

    </div>

-->",Start Time: 7:08 p.m. Local,: Citizens Bank Park
"33,471']",Miami Marlins,0,7,2,https://www.baseball-reference.com/boxes/NYN/NYN201608310.shtml,"Wednesday, August 31, 2016",,: 2:46,"Night Game, on grass",New York Mets,3,9,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Paul Emmel, 1B - Jordan Baker, 2B - Tim Timmons, 3B - Mike Everitt.</div><div><strong>Time of Game:</strong> 2:46.</div>
<div><strong>Attendance:</strong> 33,471.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 81&deg; F, Wind 14mph out to Leftfield.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Citi Field
"17,645']",St. Louis Cardinals,0,3,1,https://www.baseball-reference.com/boxes/MIL/MIL201608310.shtml,"Wednesday, August 31, 2016",,: 2:33,"Night Game, on grass",Milwaukee Brewers,1,4,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Andy Fletcher, 1B - Nic Lentz, 2B - Mark Ripperger, 3B - Joe West.</div><div><strong>Time of Game:</strong> 2:33.</div>
<div><strong>Attendance:</strong> 17,645.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 10mph from Left to Right, Sunny.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Miller Park
"22,615']",New York Yankees,1,11,5,https://www.baseball-reference.com/boxes/KCA/KCA201608310.shtml,"Wednesday, August 31, 2016",,: 4:19,"Night Game, on grass",Kansas City Royals,2,6,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jeff Kellogg, 1B - John Tumpane, 2B - Brian O'Nora, 3B - Pat Hoberg.</div><div><strong>Time of Game:</strong> 4:19.</div>
<div><strong>Attendance:</strong> 22,615.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 78&deg; F, Wind 9mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 7:16 p.m. Local,: Kauffman Stadium
"20,033']",Oakland Athletics,0,8,3,https://www.baseball-reference.com/boxes/HOU/HOU201608310.shtml,"Wednesday, August 31, 2016",,: 2:43,"Day Game, on grass",Houston Astros,1,6,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Larry Vanover, 1B - David Rackley, 2B - Chris Guccione, 3B - Alfonso Marquez.</div><div><strong>Time of Game:</strong> 2:43.</div>
<div><strong>Attendance:</strong> 20,033.</div>
<div><strong>Start Time Weather:</strong> 73&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 1:11 p.m. Local,: Minute Maid Park
"32,465']",Chicago White Sox,0,4,2,https://www.baseball-reference.com/boxes/DET/DET201608310.shtml,"Wednesday, August 31, 2016",,: 2:46,"Day Game, on grass",Detroit Tigers,0,9,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Will Little, 1B - Ted Barrett, 2B - Lance Barksdale, 3B - Angel Hernandez.</div><div><strong>Time of Game:</strong> 2:46.</div>
<div><strong>Attendance:</strong> 32,465.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 78&deg; F, Wind 5mph from Left to Right.</div>

    </div>

-->",Start Time: 1:10 p.m. Local,: Comerica Park
"22,683']",Los Angeles Dodgers,2,10,10,https://www.baseball-reference.com/boxes/COL/COL201608312.shtml,"Wednesday, August 31, 2016",,: 3:36,"Night Game, on grass",Colorado Rockies,1,12,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Phil Cuzzi, 1B - Adam Hamari, 2B - Tom Hallion, 3B - Gabe Morales.</div><div><strong>Time of Game:</strong> 3:36.</div>
<div><strong>Attendance:</strong> 22,683.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 78&deg; F, Wind 10mph in from Centerfield, Sunny.</div>

    </div>

-->",Start Time: 6:10 p.m. Local,: Coors Field
"24,790']",Los Angeles Dodgers,0,6,0,https://www.baseball-reference.com/boxes/COL/COL201608311.shtml,"Wednesday, August 31, 2016",,: 2:55,"Day Game, on grass",Colorado Rockies,0,14,7,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Dan Bellino, 1B - Gabe Morales, 2B - Adam Hamari, 3B - Tom Hallion.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 24,790.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 69&deg; F, Wind 5mph from Right to Left, Sunny.</div>

    </div>

-->",Start Time: 1:12 p.m. Local,: Coors Field
"11,811']",Minnesota Twins,0,8,4,https://www.baseball-reference.com/boxes/CLE/CLE201608310.shtml,"Wednesday, August 31, 2016",,: 2:45,"Night Game, on grass",Cleveland Indians,0,12,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Paul Nauert, 1B - Ron Kulpa, 2B - Jerry Meals, 3B - Chris Conroy.</div><div><strong>Time of Game:</strong> 2:45.</div>
<div><strong>Attendance:</strong> 11,811.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 75&deg; F, Wind 16mph in from Rightfield, Overcast.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Progressive Field
